"순번","시군구코드","건물군일련번호","도로명코드","도로구간일련번호","기초구간일련번호","건물군명","건물군명영문","입력방법","위도","경도"
"384","11110","460","4100453","792","5576"," "," ","1","37.5729591","127.0105995"
"385","11110","461","4100015","664","3532"," "," ","1","37.5814469","127.0059705"
"387","11110","595","4100364","1007","7627"," "," ","1","37.5752032","127.0174272"
"389","11110","305","3100007","683","3856"," "," ","1","37.5829593","126.9815246"
"390","11110","312","3100021","684","4020"," "," ","1","37.5688859","126.9961208"
"326","11110","582","4100146","972","7350"," "," ","1","37.5747597","126.9895853"
"329","11110","592","4100326","1001","7562","백자한의원"," ","1","37.5719987","127.003752"
"332","11110","417","4100383","1985","17082"," "," ","1","37.5788308","127.0134357"
"336","11110","326","3100008","685","4156"," "," ","1","37.5846969","126.9971635"
"339","11110","551","4100428","941","7042"," "," ","1","37.582821","126.9889186"
"342","11110","576","4100178","1250","9719"," "," ","1","37.5878235","126.9962012"
"346","11110","447","4100453","792","5567"," "," ","1","37.5722307","127.0105078"
"350","11110","454","4100453","792","5577"," "," ","1","37.5730022","127.0105978"
"353","11110","538","4100386","101","635"," "," ","1","37.5797929","127.0144208"
"355","11110","324","3100008","685","4152"," "," ","1","37.5843103","126.9977329"
"359","11110","567","4100165","627","3258"," "," ","1","37.5907342","126.994665"
"362","11110","464","4100147","797","5700","주마음교회"," ","1","37.5758047","126.9898949"
"366","11110","477","4100357","804","5791"," "," ","1","37.5748473","127.0159786"
"370","11110","443","4100242","788","5540"," "," ","1","37.5776149","127.0057544"
"373","11110","541","4100386","917","6801"," "," ","1","37.5793534","127.0121072"
"375","11110","764","4100537","1273","9949"," "," ","1","37.5887096","127.0007769"
"378","11110","818","4100080","1374","11032"," "," ","1","37.5889913","126.9936111"
"383","11110","838","4100038","1418","11346"," "," "," ","37.571583","127.004734"
"386","11110","773","4100474","1295","10208","중앙성결교회"," ","1","37.5739188","127.0082262"
"388","11110","142","3005008","390","1463","세운스퀘어"," ","1","37.5718412","126.9969956"
"267","11110","355","3100013","687","4463","다산한의원"," ","1","37.571369","127.0033455"
"268","11110","184","4100435","442","2033"," "," ","1","37.5732365","127.0108393"
"269","11110","202","4100240","459","2233"," "," ","1","37.5751786","126.991221"
"271","11110","298","3100007","683","3817"," "," ","1","37.5764764","126.9799164"
"274","11110","340","3100010","686","4229","현대건설빌딩"," ","1","37.5783029","126.9875477"
"276","11110","378","3100013","687","4450","보령약국"," ","1","37.5712876","127.0004745"
"277","11110","396","4100388","163","797"," "," ","1","37.5707517","127.0167404"
"279","11110","399","4100017","722","4856"," "," ","1","37.5795703","127.0060596"
"280","11110","403","4100146","728","4951"," "," ","1","37.5749226","126.9890944"
"281","11110","406","4100146","728","4951"," "," ","1","37.5749146","126.989166"
"283","11110","74","3100002","391","1624"," "," ","1","37.5820404","127.0016306"
"284","11110","78","4100428","941","7039"," "," ","1","37.5828283","126.9893677"
"286","11110","130","4100075","384","1429"," "," ","1","37.5800865","127.0046648"
"287","11110","2","4100077","2042","17217"," "," ","1","37.5907124","126.9920598"
"289","11110","12","4100344","1080","8265"," "," ","1","37.5711728","127.0122977"
"290","11110","15","4100351","15","163"," "," ","1","37.5725106","127.0120433"
"292","11110","33","4100198","1289","10157"," "," ","1","37.5732208","126.9900898"
"293","11110","39","4100198","725","4910"," "," ","1","37.5733241","126.9899109"
"295","11110","51","4100176","26","388"," "," ","1","37.5863258","126.9941936"
"296","11110","57","3100021","684","4034"," "," ","1","37.5694492","126.9990347"
"297","11110","63","4100098","3349","28060"," "," ","1","37.5775911","127.0224871"
"488","11110","716","4100359","1192","9245"," "," ","1","37.5715751","127.0183574"
"490","11110","718","4100050","1194","9261"," "," ","1","37.5731787","126.9909758"
"491","11110","723","4100221","1020","7740"," "," ","1","37.5769012","127.0056861"
"493","11110","733","4100405","1219","9482"," "," ","1","37.57534","126.9991877"
"494","11110","735","4100425","1224","9524"," "," ","1","37.5829751","126.9880864"
"496","11110","742","4100143","1242","9669"," "," ","1","37.5734479","126.9891926"
"497","11110","744","4100354","2010","17136"," "," ","1","37.5728534","127.0132336"
"498","11110","747","4100196","388","1439"," "," ","1","37.5716052","126.9907497"
"500","11110","761","4100426","1266","9867"," "," ","1","37.5836293","126.9888908"
"501","11110","762","4100426","1190","9218"," "," ","1","37.5847569","126.9881322"
"502","11110","1032","4100014","1733","13589"," "," ","1","37.579715","126.9868581"
"504","11110","852","4100089","1450","11668"," "," ","1","37.5901312","126.9934062"
"505","11110","865","4100382","1484","11941","환경미화원휴게대기실"," ","1","37.5780309","127.0135508"
"507","11110","890","4100102","1810","14343"," "," ","1","37.5837051","126.9843666"
"508","11110","893","4100252","1505","12151"," "," ","1","37.5718709","126.985926"
"510","11110","1072","4100255","1750","13805"," "," ","1","37.5736588","126.9865463"
"512","11110","780","4100145","381","1423"," "," ","1","37.5744553","126.9897689"
"513","11110","781","4100145","1302","10308"," "," ","1","37.5741951","126.9898344"
"514","11110","790","4100379","1306","10372","법왕사"," ","1","37.5768129","127.017073"
"516","11110","630","4100338","1044","8000"," "," ","1","37.5715877","127.0065086"
"518","11110","702","4100216","1175","9038"," "," ","1","37.5754765","126.9912208"
"519","11110","707","4100415","1187","9151"," "," ","1","37.5842365","126.9989052"
"520","11110","561","4100428","941","7005","은덕문화원"," ","1","37.5799743","126.9890074"
"456","11110","144","3005008","390","1561","혜화문및관리사무소"," ","1","37.5879101","127.0036509"
"459","11110","432","3100021","762","5273"," "," ","1","37.5686873","126.988387"
"461","11110","437","4100547","775","5401"," "," ","1","37.590548","127.0008783"
"466","11110","308","3100021","684","4056"," "," ","1","37.5699386","127.0041224"
"468","11110","315","3100021","684","4006"," "," ","1","37.5688388","126.9928954"
"471","11110","620","4100336","1037","7931"," "," ","1","37.570032","127.0054131"
"475","11110","400","4100019","723","4876","구립은행나무어린이집"," ","1","37.57893","127.0109775"
"478","11110","614","4100390","1027","7841","두산아파트"," ","1","37.5742844","127.0142922"
"480","11110","254","4100543","3340","27998"," "," ","1","37.586449","127.001251"
"482","11110","133","3005008","390","1501","창경궁"," ","1","37.5810062","126.9950006"
"486","11110","704","4100216","1175","9018","쌍용차량수리점"," ","1","37.5772068","126.9910951"
"489","11110","717","4100050","1194","9266"," "," ","1","37.5736743","126.990803"
"492","11110","727","4100239","1201","9365"," "," ","1","37.576451","126.9892141"
"495","11110","741","4100143","1242","9665"," "," ","1","37.5732734","126.9888521"
"499","11110","756","4100426","1190","9220"," "," ","1","37.5836413","126.9884132"
"503","11110","845","4100400","752","5202"," "," ","1","37.5698321","126.9966253"
"506","11110","877","4100252","1503","12081"," "," ","1","37.571445","126.9859145"
"509","11110","908","3100004","1664","12866","감사원"," ","1","37.5873198","126.9848035"
"583","11110","725","4100239","1181","9104"," "," ","1","37.5762735","126.9889304"
"584","11110","698","4100216","401","1765"," "," ","1","37.5766635","126.9914612"
"585","11110","921","4100109","1557","12323"," "," ","1","37.5782839","126.9859653"
"521","11110","572","4100164","966","7276"," "," ","1","37.5885363","126.9986944"
"523","11110","593","4100326","1001","7561"," "," ","1","37.5719769","127.0040254"
"524","11110","441","4100242","788","5543","우남이승만박사기념관"," ","1","37.5782171","127.0063701"
"530","11110","528","4100204","899","6619","종로청계힐스테이트"," ","1","37.5759216","127.021168"
"533","11110","830","4100061","1404","11240"," "," ","1","37.5724429","126.9920682"
"534","11110","787","3100001","1305","10342","한국기독교연합회관"," ","1","37.5725649","127.0009076"
"540","11110","914","3100004","1664","12812"," "," ","1","37.5771793","126.9857227"
"542","11110","957","3100004","1664","12841"," "," ","1","37.5822633","126.9847607"
"545","11110","968","3100004","1674","12943"," "," ","1","37.5825986","126.9844858"
"548","11110","849","4100176","1435","11546"," "," ","1","37.5866445","126.9936865"
"551","11110","864","4100381","939","6973"," "," ","1","37.5777407","127.0173058"
"554","11110","885","4100102","1862","14870"," "," ","1","37.5816021","126.9842513"
"556","11110","896","4100012","1507","12192"," "," ","1","37.5826643","126.988067"
"558","11110","907","3100004","2070","17285"," "," ","1","37.5808579","126.9857281"
"563","11110","928","4100306","1599","12501"," "," ","1","37.5713562","126.9853132"
"567","11110","938","4100104","1612","12585"," "," ","1","37.5828481","126.9824786"
"511","11110","779","4100145","1302","10314"," "," ","1","37.574174","126.9904618"
"515","11110","626","4100404","1040","7944"," "," ","1","37.5742297","126.9983054"
"517","11110","531","4100311","906","6717"," "," ","1","37.569481","126.9910693"
"522","11110","583","4100417","974","7362"," "," ","1","37.5869713","127.0011196"
"525","11110","458","4100453","792","5599"," "," ","1","37.5750616","127.0104349"
"526","11110","469","4100095","799","5721"," "," ","1","37.5765773","127.0223779"
"527","11110","478","4100357","804","5789"," "," ","1","37.5746956","127.0160775"
"528","11110","488","4100401","824","5946","장안"," ","1","37.5698075","127.0006369"
"529","11110","515","4100353","884","6472"," "," ","1","37.5714828","127.0144544"
"531","11110","546","4100428","1619","12626","일민문화재단기념"," ","1","37.5836395","126.9856584"
"532","11110","824","4100418","1383","11081"," "," ","1","37.5863017","127.0012966"
"535","11110","632","4100087","1063","8145"," "," ","1","37.5906766","126.9926493"
"536","11110","714","4100359","1192","9234"," "," ","1","37.5726968","127.0177797"
"537","11110","719","4100050","588","3036"," "," ","1","37.5763065","126.9896733"
"538","11110","682","4100362","1169","8916"," "," ","1","37.5730528","127.0189052"
"539","11110","689","4100171","1174","8987"," "," ","1","37.590683","126.9979742"
"541","11110","918","4100106","1525","12248","노틀담수녀원"," ","1","37.5817541","126.9860364"
"543","11110","959","3100004","1664","12836"," "," ","1","37.5814771","126.985272"
"544","11110","961","3100004","1664","12813"," "," ","1","37.5775024","126.9860213"
"546","11110","844","4100400","1433","11524"," "," ","1","37.569677","126.9967533"
"547","11110","847","4100400","1433","11529"," "," ","1","37.569705","126.9963297"
"549","11110","855","4100442","1455","11708"," "," ","1","37.5747537","127.0128319"
"550","11110","859","4100147","882","6450"," "," ","1","37.5762149","126.9887408"
"552","11110","878","4100102","1661","12802"," "," ","1","37.5843476","126.9845391"
"553","11110","882","4100102","1504","12121"," "," ","1","37.5839105","126.9835194"
"555","11110","887","4100102","1504","12098"," "," ","1","37.5820372","126.9836796"
"557","11110","898","3100004","1674","12942"," "," ","1","37.5826238","126.9845957"
"559","11110","910","3100004","1664","12835"," "," ","1","37.5812041","126.9853081"
"560","11110","915","3100004","1510","12205"," "," ","1","37.582952","126.984842"
"561","11110","919","4100011","1546","12291"," "," ","1","37.5801739","126.9877327"
"562","11110","923","4100102","1566","12353"," "," ","1","37.5841273","126.9835106"
"564","11110","932","4100251","1606","12551"," "," ","1","37.5709488","126.9869294"
"565","11110","935","4100104","1612","12583"," "," ","1","37.5827284","126.9826493"
"566","11110","936","4100104","1612","12586"," "," ","1","37.5829577","126.9824832"
"568","11110","947","3100007","1646","12721"," "," ","1","37.5817765","126.9808762"
"569","11110","949","4100107","1653","12756"," "," ","1","37.5850832","126.9831329"
"571","11110","795","4100412","1327","10587","창현교회"," ","1","37.5838985","126.995842"
"573","11110","917","4100014","1511","12212"," "," ","1","37.5812345","126.9874142"
"574","11110","970","4100259","1675","12945","해정병원"," ","1","37.5734862","126.9849976"
"576","11110","746","4100196","1263","9792"," "," ","1","37.5712501","126.9895116"
"577","11110","759","4100426","1190","9217"," "," ","1","37.583955","126.9890536"
"579","11110","828","4100444","1386","11137"," "," ","1","37.5753535","127.0137644"
"580","11110","776","4100409","556","2858"," "," ","1","37.5753381","126.9962673"
"582","11110","789","4100379","1306","10371"," "," ","1","37.5765917","127.0170359"
"423","11110","602","4100031","1013","7689"," "," ","1","37.5825904","127.000621"
"424","11110","606","4100328","1019","7724"," "," ","1","37.5706308","127.0037724"
"426","11110","609","4100341","1022","7772"," "," ","1","37.5706554","127.0136411"
"427","11110","615","4100390","1027","7860"," "," ","1","37.5756816","127.0137367"
"429","11110","622","4100336","1037","7922"," "," ","1","37.5699848","127.0062491"
"430","11110","490","3005008","828","5988"," "," ","1","37.5736761","126.9968868"
"432","11110","498","4100389","1982","17064"," "," ","1","37.5708847","127.0173906"
"433","11110","500","4100389","843","6129"," "," ","1","37.5710115","127.0170207"
"434","11110","505","4100048","846","6162"," "," ","1","37.5730423","126.9926139"
"436","11110","511","4100320","928","6917"," "," ","1","37.5729289","126.9999859"
"437","11110","512","4100320","875","6404","주차장"," ","1","37.5730238","127.0001302"
"439","11110","395","4100388","710","4729"," "," ","1","37.5707123","127.0170623"
"440","11110","410","4100362","733","4991"," "," ","1","37.5731259","127.0191377"
